Lineup,Start Time,End Time,Plus/Minus,Total Time,Half,Total Time (Minutes),Plus/Minus Per Minute,Plus/Minus Per 25 Minutes,Game
"('GORSKI,JENNY', 'LEWIS,JADE', 'TURCO,MARY', 'URIBE,TALIA', 'ASFAW,SOLIYANA')",09:43,07:08,-1,02:35,1st Half,2.5833333333333335,-0.39,-9.75,Westfield
"('ANDRADE,SOPHIA', 'LEWIS,JADE', 'TURCO,MARY', 'ASFAW,SOLIYANA', 'LEBEL,KELLY')",07:08,06:24,-2,00:44,1st Half,0.7333333333333333,-2.73,-68.25,Westfield
"('ANDRADE,SOPHIA', 'LEWIS,JADE', 'URIBE,TALIA', 'ASFAW,SOLIYANA', 'LEBEL,KELLY')",06:24,02:18,-19,04:06,1st Half,4.1,-4.63,-115.75,Westfield
"('ANDRADE,SOPHIA', 'BARRON,SHEA', 'ASFAW,SOLIYANA', 'LEBEL,KELLY', 'JOHNSTON,RAHMIA')",02:18,06:09,-13,03:51,2nd Half,3.85,-3.38,-84.5,Westfield
"('ANDRADE,SOPHIA', 'TURCO,MARY', 'ASFAW,SOLIYANA', 'LEBEL,KELLY', 'JOHNSTON,RAHMIA')",06:09,01:58,-4,04:11,2nd Half,4.183333333333334,-0.96,-24.0,Westfield
"('ANDRADE,SOPHIA', 'PACHECO,MIA', 'ASFAW,SOLIYANA', 'LEBEL,KELLY', 'JOHNSTON,RAHMIA')",01:58,01:17,-2,00:41,2nd Half,0.6833333333333333,-2.93,-73.25,Westfield
"('MILDNER,STEPHANIE', 'PACHECO,MIA', 'ASFAW,SOLIYANA', 'LEBEL,KELLY', 'JOHNSTON,RAHMIA')",01:17,00:53,1,00:24,2nd Half,0.4,2.5,62.5,Westfield
"('MILDNER,STEPHANIE', 'GUERRIER,PHONIA', 'PACHECO,MIA', 'ASFAW,SOLIYANA', 'LEBEL,KELLY')",00:53,00:15,0,00:38,2nd Half,0.6333333333333333,0.0,0.0,Westfield
